case,label_count,input_fingerprint,config_fingerprint
Control__Explant_4__CRISPRi_cont_GFP_OTX2_far_red006.tif,2430,dc9f9107fc38521938eaff54b88dd2295d5ee1ccc48856e73745ec2d2f51bdc1,a34c894e025d147109011e40a3cb0cdc525bb205236d1272bd18cbc4d71808d8
