label,voxel_count,volume_um3,centroid_z_px,centroid_y_px,centroid_x_px,centroid_z_um,centroid_y_um,centroid_x_um,bbox_z0_px,bbox_y0_px,bbox_x0_px,bbox_z1_px,bbox_y1_px,bbox_x1_px
420,228,113.2489065917472,4.048245614035087,114.14912280701755,129.3640350877193,6.072368421052631,65.68656238085698,74.44191029829311,2,109,124,6,120,136
421,235,116.7258467064061,3.34468085106383,117.2,143.62978723404257,5.017021276595745,67.44217495259771,82.65106859251436,2,112,138,6,123,149
425,101,50.16727879722135,4.138613861386139,117.39603960396039,1.0198019801980198,6.207920792079208,67.55498499754596,0.5868401328116079,2,114,0,7,123,4
426,306,151.99195358366072,5.205882352941177,111.24183006535948,30.366013071895424,7.8088235294117645,64.01357478937814,17.473975820884302,2,101,27,8,121,35
427,238,118.21596389840278,3.9747899159663866,117.1344537815126,49.37394957983193,5.96218487394958,67.40445669718211,28.412001242864875,2,113,45,7,122,56
428,552,274.18156332738795,3.4909420289855073,124.41847826086956,154.44384057971016,5.236413043478261,71.59601346591758,88.87396345330991,2,115,149,6,137,162
430,247,122.6863154743928,3.7327935222672064,116.30364372469636,91.03643724696356,5.59919028340081,66.92637105550823,52.38647890674829,2,108,88,6,125,95
432,271,134.60725301036618,3.8339483394833946,120.68634686346863,66.40959409594096,5.7509225092250915,69.44837644672306,38.21508074700896,2,115,60,7,128,74
433,213,105.79832063176383,3.1502347417840375,123.03286384976526,209.76525821596243,4.725352112676056,70.79866833340446,120.7084065151687,2,117,205,6,129,216
435,242,120.20278682106502,4.2809917355371905,121.88429752066116,43.607438016528924,6.421487603305786,70.13773137681656,25.09368996540362,2,118,39,8,127,49
436,327,162.42277392763742,3.596330275229358,124.96024464831804,165.20489296636086,5.394495412844037,71.90777032159792,95.06635916776867,2,117,160,6,137,170
443,300,149.01171919966737,3.8666666666666667,127.01,51.08,5.8,73.0872921563945,29.393739731900094,2,122,44,7,133,59
444,366,181.7942974235942,3.5546448087431695,125.04098360655738,127.12295081967213,5.331967213114754,71.95423116585619,73.15228916101367,2,119,121,7,132,136
445,351,174.34371146361082,3.3276353276353277,126.03418803418803,186.67236467236467,4.9914529914529915,72.52576586527564,107.419712261508,2,119,181,6,136,194
448,234,116.22914097574055,3.2435897435897436,130.52136752136752,204.17948717948718,4.865384615384615,75.10789166747759,117.49410150247999,2,123,200,6,138,209
449,265,131.62701862637283,3.3509433962264152,126.51698113207547,241.8679245283019,5.026415094339622,72.80358682580152,139.181731070473,2,121,238,6,135,248
450,259,128.64678424237948,3.1196911196911197,130.37451737451738,170.08494208494207,4.67953667953668,75.02338745847005,97.8745599052484,2,124,166,6,139,175
453,216,107.2884378237605,3.513888888888889,128.37037037037038,229.41666666666666,5.270833333333333,73.87011072737444,132.01671476429286,2,123,225,6,134,235
456,290,144.04466189301178,3.413793103448276,132.1206896551724,181.6793103448276,5.120689655172414,76.02821387868605,104.546483221358,2,122,176,6,141,188
457,243,120.69949255173057,3.8065843621399176,133.54320987654322,161.52674897119343,5.709876543209877,76.84679628178586,92.94978893890409,2,126,157,6,141,168
458,244,121.19619828239613,4.315573770491803,129.9139344262295,36.057377049180324,6.4733606557377055,74.75834722145116,20.74904378227475,2,125,32,7,136,41
459,648,321.8653134712815,3.7669753086419755,136.09567901234567,130.06635802469137,5.650462962962964,78.31560233995901,74.8460586463178,2,128,120,7,147,139
460,465,230.9681647594844,3.4516129032258065,136.90967741935484,193.64301075268818,5.17741935483871,78.78401379880414,111.430936941387,2,128,187,6,146,201
461,205,101.82467478643937,3.5658536585365854,131.81463414634146,216.37073170731708,5.348780487804878,75.8520957116913,124.50949438930425,2,124,213,6,140,221
