case,label_count,input_fingerprint,config_fingerprint
CRISPRi_DHS2_DHS15__Explant_3__CRISPRi_DHS2-mCherry_DHS15-GFP_OTX2_far_red003.tif,3287,8ff8fed2f3529c6d6068856f60c1cf9c823a11e2fc874a73a6cca2108742c572,a34c894e025d147109011e40a3cb0cdc525bb205236d1272bd18cbc4d71808d8
