case,label_count,input_fingerprint,config_fingerprint
Control__Explant_3__CRISPRi_cont_GFP_OTX2_far_red003.tif,655,1323c4c699a78070b997c689754313ac6d93f5b919d55cf228f4a8aa48b002ee,a34c894e025d147109011e40a3cb0cdc525bb205236d1272bd18cbc4d71808d8
